MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg/L,COND_mS/m,Ca_meq/L,Mg_meq/L,Na_meq/L,K_meq/L,ALK_meq/L,Cl_meq/L,SO4_meq/L,NO32_mg/L,NH4N_mg/L,TOTP_mg/L,DO_mg/L,CODMN_mg/L
Thailand,H290103,2010-08-16,2010,8,16,30.0,7.17,8.0,8.02,0.1653206650831354,0.2451306413301662,0.42737712048716836,0.0395933503836317,0.482573726541555,0.4328372093023255,0.0320820320632937,0.0221420370674102,0.0306573286257259,0.0361514782733194,3.6,4.551724137931036
Thailand,H290103,2010-10-18,2010,10,18,30.5,7.38,60.0,20.04,1.6630434782608698,0.2543478260869566,0.26115267507612006,0.0358618925831202,1.6248348745046233,0.1534612129760225,0.3646033728919425,0.2992274678111588,0.003104093161355,0.0645207852193995,8.0,1.6551724137931032
Thailand,H310102,2010-08-16,2010,8,16,30.0,7.09,37.0,7.01,0.3477434679334917,0.108313539192399,0.286298390604611,0.0263017902813299,0.6032171581769438,0.2229767441860465,0.0209702269414949,0.0188617352796457,0.0239046130693986,0.031856253131935,6.4,4.137931034482759
Thailand,H310102,2010-10-18,2010,10,18,26.5,7.52,15.0,7.15,0.3475998003992016,0.1077005347593582,0.22026968247063944,0.0274040920716112,0.515,0.2166,0.0306891526129502,0.0932188841201716,0.0219985732739506,0.0233833718244803,7.25,3.7241379310344827
Thailand,H310102,2010-12-14,2010,12,14,27.0,7.42,4.2,12.97,0.4378021978021978,0.1489181406828466,0.5658808177468465,0.037539641943734,0.6161745827984595,0.5908571428571429,0.0982531750988965,0.0032889042755755,0.0241851282343337,0.015884476534296,7.7,1.9058823529411755
Thailand,H380128,2010-02-15,2010,2,15,30.0,7.32,2.0,14.49,0.4870129870129871,0.0896103896103896,0.9140321879077861,0.0584373401534526,0.6818181818181818,0.7966600284495019,0.0175199662661651,0.0309248554913294,0.0196237650561645,0.0083018867924528,5.3,1.255813953488373
Thailand,H380128,2010-04-19,2010,4,19,33.0,7.62,3.0,15.6,0.3804640718562874,0.1565693130399013,0.956628969117007,0.038769820971867,0.7053941908713691,0.8459999999999999,0.0502810743285446,0.003883495145631,0.0098621582514659,0.0196772053946495,7.2,2.8965517241379284
Thailand,H380128,2010-10-18,2010,10,18,29.5,7.24,26.0,14.74,0.6782608695652176,0.0782608695652173,0.6289299695519791,0.0378235294117647,0.6340819022457067,0.7265669957686882,0.0511451176348115,0.0588841201716738,0.0044536988836832,0.0349307159353348,6.1,4.965517241379311
Thailand,H010501,2011-06-14,2011,6,14,26.5,7.835,117.5,24.15,1.4216766467065869,0.5744755244755244,0.45803392779469343,0.0535089514066496,1.7692307692307694,0.3234705882352941,0.6261982094524255,0.479859602206251,0.0169867201681475,0.0885594830862789,7.85,4.714285714285714
Thailand,H010501,2011-08-16,2011,8,16,26.4,6.86,129.5,20.34,1.346684131736527,0.5154627725215961,0.2982731622444541,0.0438657289002557,1.4328899637243049,0.1301538461538461,0.5463543618571726,0.3337476693598509,0.0142226002315307,0.122346167686218,8.25,3.97674418604651
Thailand,H010501,2011-10-18,2011,10,18,25.3,6.915,53.5,18.17,1.2560903193612774,0.4389016865487455,0.2813027403218791,0.0300626598465473,1.530612244897959,0.1119705882352941,0.4116916510514262,0.2983138780804151,0.0307342688200511,0.0864963503649634,7.85,2.930232558139534
Thailand,H013101,2011-02-15,2011,2,15,20.5,7.605,25.5,24.9,1.4740668662674652,0.5556149732620321,0.45542409743366685,0.037772378516624,1.853503184713376,0.3021593794076163,0.46359671038934,0.1882183908045977,0.0662674869991943,0.0368075801749271,7.85,0.8470588235294125
Thailand,H013101,2011-04-19,2011,4,19,30.0,7.31,5.5,23.2,1.526117764471058,0.6004154668860552,0.44446063505872124,0.040621483375959,1.8461538461538465,0.2583206106870229,0.4897501561524047,0.154122476907287,0.0556577548851279,0.0352323838080959,7.65,2.0689655172413786
Thailand,H013101,2011-06-14,2011,6,14,30.0,6.545,204.5,20.35,1.0990668662674652,0.4177375565610859,0.5048782079164855,0.0521176470588235,1.4615384615384617,0.4105588235294118,0.3708692483864251,0.3962894868794918,0.0076239610203496,0.1094640820980615,6.65,5.357142857142858
Thailand,H013101,2011-10-18,2011,10,18,27.0,6.98,121.5,11.69,0.7056911177644711,0.2560669456066945,0.25416702914310574,0.0234590792838874,1.02641056422569,0.1866176470588235,0.0980408078284405,0.1556420233463034,0.0284176153914041,0.1102189781021897,6.25,3.1395348837209287
Thailand,H013101,2011-12-20,2011,12,20,22.0,6.835,32.5,19.87,1.3609605788423154,0.484771698889346,0.3297977381470205,0.0289322250639386,1.779661016949153,0.1887672778561354,0.3348063710181137,0.2352032938754503,0.0184716544459585,0.1072194424588992,7.6,1.0714285714285725
Thailand,H013801,2011-02-15,2011,2,15,25.0,7.43,6.0,22.5,1.409680638722555,0.5176306046894283,0.37171378860374077,0.0379207161125319,1.7961783439490444,0.2184823695345557,0.4189569019362898,0.1411238825031928,0.0355050172123342,0.0185860058309037,8.0,0.6352941176470595
Thailand,H013801,2011-04-19,2011,4,19,29.0,7.415,6.5,21.2,1.2404016966067863,0.4802180172768408,0.4005023923444978,0.038388746803069,1.7115384615384617,0.2324885496183206,0.4353008536331459,0.1053711939787889,0.0241803613768293,0.0221139430284857,7.55,0.41379310344827536
Thailand,H013801,2011-06-14,2011,6,14,29.5,6.525,135.0,18.67,1.060189620758483,0.4346229946524064,0.4635798173118748,0.0429335038363171,1.5384615384615383,0.2488235294117647,0.3500666250260253,0.3862610730402807,0.0096302665520206,0.0752565564424173,6.55,2.1428571428571423
Thailand,H013801,2011-08-16,2011,8,16,27.5,6.71,185.0,11.855,0.8683807385229542,0.2516659810777458,0.16044584602000872,0.0265971867007672,1.0701330108827087,0.0911076923076923,0.1155402873204247,0.1822560596643878,0.0092612280577409,0.1313422094278518,6.15,3.5581395348837197
Thailand,H013801,2011-10-18,2011,10,18,27.5,6.98,171.5,11.005,0.738001497005988,0.2273482166369195,0.17850913440626365,0.019618925831202,1.0984393757503002,0.0949705882352939,0.0846710389339995,0.1856247297881538,0.0234176153914041,0.1120437956204379,6.9,0.7209302325581378
Thailand,H013801,2011-12-20,2011,12,20,22.5,6.955,23.15,18.175,1.2860878243512976,0.4332373508844097,0.27935841670291434,0.0269999999999999,1.652542372881356,0.1620592383638928,0.3023277118467624,0.1871676102247384,0.0245279345921744,0.0643316654753395,8.5,0.6428571428571436
Thailand,H050104,2011-02-15,2011,2,15,20.4,7.49,28.0,11.64,0.6370159680638723,0.2965775401069519,0.25014354066985645,0.0640716112531969,1.2611464968152866,0.0294047954866008,0.0505829689777222,0.1698595146871009,0.0335823628506555,0.0641399416909621,8.05,1.2705882352941187
Thailand,H050104,2011-04-19,2011,4,19,26.2,7.47,20.0,13.3,0.6642115768463074,0.3168819415878239,0.357894736842105,0.0823248081841432,1.4615384615384617,0.0258320610687022,0.0825005205080158,0.2148477591515566,0.0105878505437004,0.0970764617691154,7.1,2.2758620689655165
Thailand,H050104,2011-06-14,2011,6,14,28.8,6.7,162.0,11.74,0.6526596806387226,0.3399577167019028,0.21964767290126141,0.094156010230179,1.2692307692307692,0.0995294117647058,0.0559525296689569,0.242520474678255,0.0089614980414636,0.2025845686050931,6.75,7.071428571428572
Thailand,H050104,2011-10-18,2011,10,18,24.8,7.0,176.0,10.77,0.6509131736526946,0.2546770876182641,0.17820791648542847,0.0517109974424552,1.1524609843937574,0.0248823529411764,0.0358775765146783,0.3653264159100735,0.0376842291059924,0.1886861313868612,6.55,8.162790697674417
Thailand,H050104,2011-12-20,2011,12,20,19.8,7.13,41.0,10.43,0.6500349301397206,0.2789469354175237,0.20752501087429318,0.0531534526854219,1.198547215496368,0.0256363636363636,0.0262190297730585,0.2197632527020072,0.0237708995738974,0.1161543959971408,7.7,2.571428571428572
Thailand,H290103,2011-08-16,2011,8,16,29.0,6.79,19.0,6.56,0.1533632734530938,0.0881118881118881,0.36244454110482816,0.051851662404092,0.3264812575574365,0.3384,0.0135165521549031,0.0160037290242386,0.0076074373331443,0.0503778337531486,5.6,2.7209302325581386
Thailand,H290103,2011-10-18,2011,10,18,27.5,7.18,29.0,6.08,0.1347904191616766,0.0853556485355648,0.33833405828621144,0.0260332480818414,0.2881152460984393,0.344352941176471,0.0126337705600666,0.0453955901426718,0.0469508428205807,0.0499999999999999,4.5,3.558139534883719
Thailand,H310102,2011-06-14,2011,6,14,30.0,6.83,35.0,8.22,0.2892177589852008,0.3145877378435517,0.31912135711178774,0.0458567774936061,0.576923076923077,0.3483529411764706,0.0267853424942744,0.0252381748286812,0.0330371644215152,0.0201444317749904,6.15,4.5
Thailand,H310102,2011-08-16,2011,8,16,30.0,6.72,45.0,6.43,0.1714285714285714,0.1839721254355401,0.22290996085254458,0.0305882352941176,0.504,0.156,0.0096044139079741,0.0299875699192044,0.0109150187823375,0.0575746671464555,6.0,3.558139534883719
Thailand,H310102,2011-10-18,2011,10,18,27.0,7.21,38.0,4.8100000000000005,0.2169610778443114,0.1154811715481171,0.13951283166594172,0.0200895140664961,0.3961584633853541,0.132294117647059,0.0121798875702685,0.0540423692174664,0.0315064866296002,0.0463503649635036,6.75,2.7209302325581386
Thailand,H310102,2011-12-20,2011,12,20,22.0,7.28,0.8,11.54,0.398562874251497,0.1465816536404771,0.552418442801218,0.0318337595907928,0.5447941888619855,0.6152727272727272,0.0545159275452841,0.0464916795333676,0.0419397400125451,0.0661186561829878,7.5,2.571428571428572
Thailand,H380104,2011-08-16,2011,8,16,29.5,6.685,67.5,12.63,0.4543263473053892,0.1706910736322501,0.5986776859504133,0.0638030690537084,0.7255139056831923,0.4295076923076923,0.0769748074120341,0.2009011808576756,0.0572211590710421,0.0827635840230298,5.8,6.0697674418604635
Thailand,H380104,2011-10-18,2011,10,18,30.0,7.435,11.0,11.815,0.3447305389221556,0.1308103661044837,0.6029882557633754,0.0340089514066496,0.5942376950780311,0.5598529411764706,0.0384488861128461,0.0713359273670557,0.0454064072014826,0.0536496350364963,5.0,4.1860465116279055
Thailand,H380104,2011-12-20,2011,12,20,21.0,7.095,31.95,19.145,0.7159930139720558,0.2761003702180173,0.9261048281861679,0.0698938618925831,1.053268765133172,0.8459999999999999,0.0605205080158234,0.4067593069137073,0.0389115999394372,0.0875625446747676,6.35,3.642857142857144
Thailand,H380128,2011-08-16,2011,8,16,29.5,6.78,46.0,9.26,0.334875249500998,0.2103661044837515,0.43233144845585036,0.0497084398976982,0.6166868198307134,0.3123692307692307,0.0550301894649177,0.1620571783716594,0.0472984147234625,0.0647715005397625,5.35,6.0697674418604635
Thailand,H380128,2011-10-18,2011,10,18,28.5,7.07,18.0,9.91,0.289620758483034,0.1656903765690376,0.4881687690300131,0.0309641943734015,0.5042016806722688,0.4478823529411765,0.0295294607536956,0.0799827064418504,0.0392286647250904,0.060948905109489,4.8,4.395348837209301
Thailand,H010501,2012-01-16,2012,1,16,21.5,6.8,41.50000000000007,25.2,1.6420459081836327,0.6840723981900453,0.6229839060461071,0.0501381074168797,2.1052631578947367,0.2603076923076923,0.6111659379554445,0.3076441102756892,0.0484384070590967,0.01896813353566,8.05,2.3294117647058816
Thailand,H010501,2012-02-13,2012,2,13,21.8,6.85,16.17,28.2,1.6716516966067865,0.7097573015220074,0.4756850804697695,0.0420230179028133,2.113207547169811,0.2384344146685472,0.6922756610451801,0.1759603469640644,0.0369177166857579,0.0478893224547712,8.89,0.2117647058823522
Thailand,H010501,2012-08-15,2012,8,15,27.3,6.26,89.0,20.2,1.2636327345309382,0.5159358288770054,0.33977816441931274,0.060846547314578,1.4444444444444444,0.2115,0.3369248386425151,0.4179781653197221,0.0074323128649796,0.1528861154446177,7.44,1.1999999999999993
Thailand,H010501,2012-09-17,2012,9,17,28.3,6.2,165.0,18.98,1.174545908183633,0.4254956807897984,0.35608525445846023,0.0312046035805626,1.4462299134734238,0.1141495063469675,0.2897064334790756,0.4176283900750144,0.0587415025274533,0.1429094906559179,7.82,2.6292134831460667
Thailand,H010501,2012-10-15,2012,10,15,26.3,6.29,88.0,21.3,1.2296629213483146,0.496179775280899,0.3663766855154415,0.0311176470588235,1.565217391304348,0.1669675599435824,0.5273724755361232,0.5354227405247813,0.0162681301450411,0.090608950843727,7.79,2.6590909090909083
Thailand,H010501,2012-11-12,2012,11,12,25.7,6.31,110.66666666666664,21.6,1.3541616766467066,0.5165117235705471,0.3417398869073511,0.034618925831202,1.779975278121137,0.1817433004231311,0.4945180095773475,0.3595859585958596,0.0194097841156664,0.1345875542691751,7.96,3.558139534883719
Thailand,H010501,2012-12-17,2012,12,17,18.3,6.23,48.0,23.5,1.373258483033932,0.5835787741670095,0.3346802957807743,0.0342583120204603,1.830635118306352,0.1654724964739068,0.4621424109931293,0.244753220437111,0.0208626347866854,0.0766436614602252,5.95,1.4482758620689642
Thailand,H013101,2012-01-16,2012,1,16,27.0,6.95,29.333333333333435,22.2,1.465179640718563,0.555475113122172,0.4217572857764245,0.0406675191815856,1.954887218045113,0.2603076923076923,0.509731417863835,0.1964285714285714,0.0614420062695924,0.01896813353566,7.16,1.4823529411764709
Thailand,H013101,2012-02-13,2012,2,13,26.0,7.2,23.33,22.6,1.3501946107784433,0.4939613327848622,0.3919312744671597,0.0347519181585677,1.8867924528301885,0.2386262341325811,0.3782177805538205,0.1155514250309789,0.0185423825887743,0.058531394111387,9.14,1.482352941176469
Thailand,H013101,2012-03-12,2012,3,12,26.5,6.54,13.833333333333266,22.7,1.686636726546906,0.6202632661456191,0.5588125271857329,0.0400613810741687,1.95,0.368132581100141,0.4454986466791589,0.0258478761936121,0.0036024114100867,0.0350877192982456,7.72,1.0227272727272725
Thailand,H013101,2012-04-17,2012,4,17,32.0,6.12,18.17,22.3,1.3223303393213577,0.5026573426573426,0.41209221400608964,0.0412173913043478,1.7955112219451372,0.2533314527503526,0.3616885280033312,0.0523247340037895,0.0311299777643015,0.0633134013366162,6.9,1.0227272727272725
Thailand,H013101,2012-05-14,2012,5,14,31.0,6.3,19.4,24.1,1.3493413173652695,0.5488934594816948,0.5817572857764245,0.0594552429667519,1.707920792079208,0.3701250000000001,0.3982989798042889,0.0683335701093905,0.0350405491070452,0.0535455861070911,6.55,1.8620689655172404
Thailand,H013101,2012-06-18,2012,6,18,29.0,6.21,162.0,13.93,0.6711027944111777,0.2276100370218017,0.4577468464549805,0.0487237851662404,0.8899876390605685,0.378197461212976,0.1242660836976889,0.2284793616694798,0.0455017301038062,0.1540130151843817,5.9,2.930232558139535
Thailand,H013101,2012-07-16,2012,7,16,29.5,6.44,192.0,12.71,0.721122754491018,0.2314849856026326,0.26586776859504135,0.0196061381074168,0.9629629629629628,0.1914160789844851,0.1407765979596085,0.2236549577590039,0.1423799582463465,0.1266423357664233,6.55,6.9069767441860455
Thailand,H013101,2012-09-17,2012,9,17,30.0,6.23,201.0,15.89,0.902869261477046,0.3018099547511312,0.4042409743366681,0.037005115089514,1.112484548825711,0.273737658674189,0.1660607953362481,0.3051067512983266,0.0465400034861425,0.1758886038842066,6.53,4.6516853932584254
Thailand,H013101,2012-11-12,2012,11,12,29.0,6.42,37.83333333333347,22.7,1.4061726546906188,0.5126120937885644,0.40240539364941286,0.0324884910485933,1.7428924598269468,0.2925049365303244,0.4480762023735165,0.2485748574857486,0.0095068330362447,0.0839363241678726,7.82,1.4651162790697658
Thailand,H013101,2012-12-17,2012,12,17,22.0,6.28,42.0,20.4,1.2116616766467068,0.4470012340600576,0.29890387124836887,0.0326112531969309,1.7185554171855544,0.171444287729196,0.2634207786799917,0.2331741207121146,0.0232067510548523,0.0839084634943697,7.48,2.6896551724137927
Thailand,H013801,2012-01-16,2012,1,16,24.0,6.91,11.666666666666838,20.0,1.3685678642714572,0.5066310160427808,0.3401826881252719,0.0362301790281329,1.8045112781954888,0.1822153846153845,0.4866749947949198,0.1212406015037594,0.0484384070590967,0.0265553869499241,7.99,1.0588235294117647
Thailand,H013801,2012-02-13,2012,2,13,26.5,7.37,9.33,21.0,1.2844560878243514,0.4596626902509256,0.3377729447585907,0.0333324808184143,1.7358490566037734,0.1892242595204513,0.346194045388299,0.1000619578686493,0.0285652920962199,0.0407946080170273,8.38,0.6352941176470585
Thailand,H013801,2012-03-12,2012,3,12,27.0,6.58,2.6666666666665115,19.04,1.428997005988024,0.5137062937062937,0.4322618529795563,0.0375780051150895,1.725,0.2667729196050775,0.3550884863626899,0.0258478761936121,0.0121795814341028,0.0245614035087719,7.33,0.6136363636363631
Thailand,H013801,2012-04-17,2012,4,17,30.5,6.13,8.5,19.9,1.1972005988023953,0.4416618675442205,0.36695954762940414,0.0378721227621483,1.571072319201995,0.2401354019746121,0.3147449510722465,0.0668998688237866,0.0531410731532017,0.0281392894829405,7.1,1.0227272727272725
Thailand,H013801,2012-05-14,2012,5,14,32.0,6.25,13.33,18.97,1.0665818363273454,0.4207815713698067,0.4080600260983036,0.0523069053708439,1.448019801980198,0.264375,0.3046949823027274,0.1010086660036937,0.0289199291756836,0.0390738060781476,6.06,1.0344827586206897
Thailand,H013801,2012-06-18,2012,6,18,30.0,6.16,106.0,14.93,0.8457734530938125,0.287075277663513,0.3413005654632449,0.0474475703324808,1.1495673671199012,0.2567616361071932,0.1867499479491984,0.3144084701549793,0.0143598615916955,0.128705712219812,6.1,0.837209302325582
Thailand,H013801,2012-09-17,2012,9,17,28.5,6.25,192.0,14.31,1.0267215568862276,0.2769642122583299,0.24356676816006959,0.0265907928388746,1.2978986402966624,0.1262990126939351,0.1425150947324588,0.2978938257357184,0.0360815757364476,0.1758886038842066,6.68,5.0561797752808975
Thailand,H013801,2012-10-15,2012,10,15,23.5,6.31,103.0,18.2,1.0840449438202246,0.4476404494382022,0.31799913005654634,0.0227595907928388,1.4906832298136647,0.1337150916784203,0.2473412450551738,0.3240524781341107,0.0045080360642885,0.1126192223037417,7.06,5.52272727272727
Thailand,H013801,2012-11-12,2012,11,12,29.0,6.48,40.3333333333334,21.4,1.4158133732534932,0.4810448375154258,0.31311874728142675,0.0295549872122762,1.779975278121137,0.1873709449929478,0.4074141161773891,0.2500750075007501,0.0411962764903941,0.0875542691751085,7.18,1.4651162790697658
Thailand,H013801,2012-12-17,2012,12,17,22.5,6.26,40.0,19.67,1.1939670658682635,0.4306869600987248,0.26933449325793823,0.0305012787723785,1.7185554171855544,0.1368293370944993,0.2406558400999375,0.2302793457808655,0.0114861697140178,0.0730112604431529,7.97,0.6206896551724135
Thailand,H050104,2012-01-16,2012,1,16,22.0,7.08,110.33333333333331,12.38,0.7523053892215569,0.3334265734265735,0.2458155719878208,0.0789641943734015,1.3909774436090228,0.0780923076923076,0.0738892358942327,0.4298245614035088,0.0435620573551608,0.1176024279210925,8.38,4.023529411764705
Thailand,H050104,2012-02-13,2012,2,13,20.8,7.48,21.17,12.33,0.644311377245509,0.2942492801316331,0.2451935624184428,0.0600127877237851,1.2452830188679245,0.0400535966149506,0.0769664792837809,0.1372366790582404,0.0285652920962199,0.115289109613338,8.79,1.482352941176469
Thailand,H050104,2012-03-12,2012,3,12,24.5,6.64,17.833333333333314,12.17,0.6051575931232093,0.3810037021801727,0.33498042627229235,0.0755703324808184,1.3125,0.0427503526093088,0.0660753695606912,0.1410931840632202,0.0173258834485124,0.0561403508771929,7.97,0.20454545454545378
Thailand,H050104,2012-04-17,2012,4,17,27.2,6.19,22.5,14.01,0.7654990019960081,0.3448046071575483,0.273410178338408,0.0833248081841432,1.3840399002493766,0.063935119887165,0.0620299812617114,0.1441480833697711,0.0201244300698515,0.105522335561027,7.1,1.4318181818181819
